mmsi,shiptype,operator,year,cooperation_score,coop_score,grade,total_distance_km_under_10,percent_under_10_knots,total_distance_km_btwn_10_12,percent_10_12_knots,total_distance_km_btwn_12_15,percent_12_15_knots,total_distance_km_over_15,percent_over_15_knots,total_distance_km,total_distance_km_weird,avg_speed_knots,max_speed_knots,min_speed_knots,max_implied_speed_knots,min_implied_speed_knots,max_final_calculated_speed_knots,min_final_calculated_speed_knots,max_final_lenient_speed_knots,min_final_lenient_speed_knots
431221000,Vehicles Carrier,Mitsui OSK Lines Ltd,2017,23.20%,23.2,F,40.9,23.20%,44.2,25%,21.4,12.10%,70.6,40%,176.6,0,11.6,16.8,8.8,337.076,0,38.182,0,16.603,0
248225000,Vehicles Carrier,Wallenius Wilhelmsen Logistics,2019,23.10%,23.1,F,63.7,23.10%,30.1,10.90%,28.9,10.50%,153.4,55.50%,276.2,0,14.1,19.4,4,21.458,0,21.458,0,19.3,0
441947000,Vehicles Carrier,EUKOR Car Carriers Inc,2018,23.10%,23.1,F,42.1,23.10%,5.9,3.20%,31.8,17.50%,102.7,56.40%,182,0,13.1,16.1,3.5,40.281,3.411,40.281,3.411,16.1,3.411
636015361,Crude/Oil Products Tanker,ST Shipping & Transport Pte,2019,23.10%,23.1,F,78.9,23.10%,161.1,47.20%,88.5,25.90%,4.7,1.40%,341.3,0,3.4,13.8,0,28.72,0,28.72,0,13.8,0
538003929,Chemical/Products Tanker,MOL Chemical Tankers Pte Ltd,2017,23%,23,F,80.4,23%,173.3,49.60%,70,20.10%,25.2,7.20%,349.1,0,10.4,11.6,3.5,55.722,0,55.722,0,11.6,0
235011050,Vehicles Carrier,EUKOR Car Carriers Inc,2018,23%,23,F,17.9,23%,9.7,12.50%,12.9,16.60%,37.3,47.90%,77.9,0,13,15.6,4.1,47.896,0,47.896,0,15.6,0
477857000,Open Hatch Cargo Ship,Saga Welco AS,2018,23%,23,F,42.2,23%,137,74.60%,2.6,1.40%,1.2,0.70%,183.6,0,10.5,11.8,6.1,24.183,5.312,24.183,5.312,11.8,5.312
351075000,Crude/Oil Products Tanker,FLOPEC,2019,23%,23,F,180.4,23%,314.2,40.10%,236.7,30.20%,1.8,0.20%,782.8,0,1.3,13.7,0,21.573,0,21.573,0,13.6,0
563034800,Container Ship (Fully Cellular),Pacific International Lines,2018,23%,23,F,221.5,23%,501.8,52.10%,184.9,19.20%,54.4,5.60%,963,0,11.2,15.4,8.7,59.873,0,59.873,0,15.4,0
538004123,Bulk Carrier,Cargill International SA,2019,22.90%,22.9,F,76.2,22.90%,248.5,74.60%,1.2,0.40%,0,0%,333,0,2.2,11.6,0,12.595,0,12.595,0,11.6,0
636014997,Container Ship (Fully Cellular),Yang Ming Marine Transport,2019,22.90%,22.9,F,497.7,22.90%,1042.2,48%,381.3,17.60%,251.3,11.60%,2171.8,0,11.1,21.4,4,24.313,0,24.313,0,21.3,0
636014558,Container Ship (Fully Cellular),Yang Ming Marine Transport,2019,22.70%,22.7,F,612.7,22.70%,1216,45.10%,864,32%,4.6,0.20%,2695.8,0,10.8,14.7,0.4,29.298,0,29.298,0,14.7,0
538006645,Crude/Oil Products Tanker,UPT United Product Tankers,2019,22.70%,22.7,F,33.5,22.70%,42.7,28.90%,29.2,19.80%,0.6,0.40%,147.7,0,0.3,13,0,15.33,0,15.33,0,12.959,0
309046000,Container Ship (Fully Cellular),Ocean Network Express Pte Ltd,2017,22.70%,22.7,F,324.1,22.70%,100.6,7%,214.7,15%,790.9,55.40%,1428.4,0,14.4,23.1,8.9,199.741,0,55.427,0,23.1,0
477271300,Container Ship (Fully Cellular),COSCO Shipping Lines Co Ltd,2017,22.70%,22.7,F,59.2,22.70%,89.1,34.20%,69.7,26.70%,43.3,16.60%,260.9,0,10.8,11.6,9.2,39.726,0,39.726,0,11.6,0
538006320,Chemical/Products Tanker,Odfjell Tankers AS,2018,22.60%,22.6,F,17.3,22.60%,18.2,23.80%,29.7,38.80%,11.3,14.80%,76.5,0,11.3,13.7,9.5,46.925,0,46.925,0,13.6,0
477135600,Container Ship (Fully Cellular),COSCO Shipping Lines Co Ltd,2017,22.60%,22.6,F,161,22.60%,210.2,29.50%,191.4,26.90%,148.5,20.90%,711.4,0,11.7,16.3,8.9,397.245,0,47.775,0,16.2,0
477407100,Bulk Carrier,Pacific Basin Shipping HK Ltd,2019,22.60%,22.6,F,78.5,22.60%,224.8,64.70%,42.4,12.20%,0.2,0.10%,347.5,0,7.6,12.8,0,21.098,0,21.098,0,12.8,0
372104000,Container Ship (Fully Cellular),Ocean Network Express Pte Ltd,2019,22.50%,22.5,F,253.3,22.50%,336.2,29.90%,40.7,3.60%,493.3,43.90%,1124.6,0,12.3,20.1,4.3,23.384,3.758,23.384,3.758,20,3.758
353368000,Container Ship (Fully Cellular),Ocean Network Express Pte Ltd,2018,22.50%,22.5,F,479.3,22.50%,948.2,44.60%,189.3,8.90%,510.7,24%,2127.5,0,11.6,20.2,7.9,158.573,0,47.484,0,20.1,0
311695000,Vehicles Carrier,Kawasaki Kisen Kaisha Ltd,2017,22.50%,22.5,F,79,22.50%,56.6,16.10%,87.2,24.90%,127.7,36.40%,350.9,0,13.7,15.4,8.7,100.4,0,55.449,0,15.4,0
566453000,Crude Oil Tanker,AET Inc Ltd,2019,22.30%,22.3,F,78.7,22.30%,64.1,18.20%,182.7,51.80%,20.1,5.70%,352.8,0,3.2,15,0,74.107,0,35.543,0,14.856,0
219056000,Container Ship (Fully Cellular),Maersk A/S,2018,22.30%,22.3,F,179,22.30%,252.6,31.40%,129,16.10%,243.2,30.30%,803.5,0,12.4,21.3,8,52.117,0,52.117,0,21.3,0
356022000,Products Tanker,Panamax International LLC,2019,22.30%,22.3,F,23.4,22.30%,64.2,61.30%,15.9,15.20%,0.9,0.90%,104.8,0,5.2,12.2,0,35.594,0,35.594,0,12.2,0
303935000,Research Survey Vessel,United States Govt NOAA Marine,2018,22.20%,22.2,F,157.9,22.20%,360.2,50.60%,190.4,26.70%,5,0.70%,712.5,0,10.3,13.1,3.3,48.528,0,48.528,0,13.1,0
367488370,Tug,TradeWinds Towing LLC,2017,22.20%,22.2,F,27.1,22.20%,45.3,37.10%,33.1,27.10%,16.5,13.50%,122,0,11.3,11.3,10.2,33.223,0,33.223,0,11.2,0
477322000,Open Hatch Cargo Ship,Saga Welco AS,2019,22%,22,F,79.6,22%,231.9,64%,42.3,11.70%,0.4,0.10%,362.2,0,3,12.3,0,19.88,0,19.88,0,12.3,0
235076283,Crude Oil Tanker,AET Inc Ltd,2019,22%,22,F,1154.5,22%,3458.9,65.80%,537,10.20%,8.5,0.20%,5256.2,0,3.4,15.5,0,103.228,0,20.727,0,13.2,0
636015659,Container Ship (Fully Cellular),Pacific International Lines,2017,22%,22,F,23.8,22%,40.4,37.30%,30.7,28.30%,13.4,12.40%,108.3,0,11.2,102.3,9.8,40.069,0,40.069,0,17.664,0
311000437,Crude Oil Tanker,Teekay Chartering Ltd,2019,21.90%,21.9,F,153.1,21.90%,395.4,56.50%,123,17.60%,4.7,0.70%,699.6,0,1.9,12.9,0,97.338,0,19.316,0,12.9,0
477293600,Bulk Carrier,Pacific Basin Shipping HK Ltd,2019,21.80%,21.8,F,78.7,21.80%,244.6,67.80%,30.3,8.40%,2,0.60%,360.6,0,4.2,12,0,17.303,0,17.303,0,12,0
372945000,Vehicles Carrier,Nissan Motor Car Carrier,2019,21.80%,21.8,F,191.5,21.80%,335,38.20%,144.4,16.40%,207.7,23.70%,877.9,0,11.5,18.8,0.5,31.657,0,31.657,0,18.8,0
353421000,Bulk Carrier,Pluto Partners Co Ltd,2018,21.80%,21.8,F,73.3,21.80%,205,60.90%,39.2,11.70%,18.4,5.50%,336.4,0,10.9,12,8.6,43.308,0,43.308,0,12,0
229989000,Container Ship (Fully Cellular),CMA CGM SA The French Line,2018,21.80%,21.8,F,161.5,21.80%,67.2,9.10%,20.5,2.80%,490.9,66.30%,740.1,0,14.2,19.8,8.6,37.279,0,37.279,0,19.7,0
636016848,Bulk Carrier,Primebulk Shipmanagement Ltd,2019,21.70%,21.7,F,23.2,21.70%,70.3,65.80%,11,10.30%,1.7,1.60%,106.9,0,6.2,12,0,27.774,0,27.774,0,11.9,0
355557000,Bulk Carrier,Santoku Senpaku Co Ltd,2019,21.70%,21.7,F,31.7,21.70%,80.4,55.10%,2.6,1.80%,0.1,0.10%,145.9,0,0.6,11.5,0,20.717,0,20.717,0,11.5,0
235060303,Crude/Oil Products Tanker,Golden Energy Management SA,2017,21.70%,21.7,F,113.4,21.70%,144.1,27.50%,145.9,27.90%,119.8,22.90%,523.4,0,11.5,15.2,7.4,92.955,0,34.967,0,15.2,0
266339000,Vehicles Carrier,Wallenius Wilhelmsen Logistics,2018,21.50%,21.5,F,39.3,21.50%,142.6,78.10%,0.9,0.50%,0,0%,182.7,0,10.3,11.3,8.6,13.135,7.371,13.135,7.371,11.3,7.371
477117900,Container Ship (Fully Cellular),COSCO Shipping Lines Co Ltd,2018,21.50%,21.5,F,416.5,21.50%,1140,58.70%,126.6,6.50%,257.4,13.30%,1941.3,0,11.2,19.7,4,425.006,0,52.993,0,19.7,0
636014472,Vehicles Carrier,Hoegh Autoliners Management AS,2019,21.50%,21.5,F,64,21.50%,128.4,43.20%,101.8,34.30%,3,1%,297.2,0,9.8,15,4.1,28.045,2.524,28.045,2.524,15,2.524
235086166,Vehicles Carrier,Mitsui OSK Lines Ltd,2017,21.40%,21.4,F,16.6,21.40%,24.4,31.50%,11.3,14.60%,25.8,33.30%,77.4,0,11.8,11.8,10.3,34.667,0,34.667,0,11.8,0
351160000,Bulk Carrier,Ta-Tong Marine Co Ltd,2018,21.40%,21.4,F,39.7,21.40%,135.2,73%,9.9,5.30%,0.4,0.20%,185.2,0,10.5,12.1,3.6,20.841,3.211,20.841,3.211,12.081,3.211
636015183,Container Ship (Fully Cellular),Yang Ming Marine Transport,2018,21.40%,21.4,F,198.1,21.40%,186.6,20.20%,21.8,2.40%,516.5,55.90%,923.9,0,13.6,21.6,8.7,41.882,0,41.882,0,21.6,0
311003900,Vehicles Carrier,Mitsui OSK Lines Ltd,2019,21.30%,21.3,F,285.6,21.30%,343.6,25.60%,678.5,50.60%,33.4,2.50%,1341.8,0,10.4,14.9,0.5,35.194,0,35.194,0,14.8,0
210242000,Container Ship (Fully Cellular),Global Feeder Shipping Pte Ltd,2017,21.30%,21.3,F,121,21.30%,214.5,37.70%,131.5,23.10%,103.5,18.20%,569.2,0,11.1,13.1,1.1,71.049,0,44.424,0,13.1,0
351678000,Vehicles Carrier,Mitsui OSK Lines Ltd,2017,21.30%,21.3,F,37.2,21.30%,76.9,44.10%,35.8,20.50%,23.9,13.70%,174.3,0,10.3,11.2,6.1,61.721,0,23.751,0,11.2,0
477655900,Container Ship (Fully Cellular),Ocean Network Express Pte Ltd,2018,21.20%,21.2,F,111.4,21.20%,73.3,13.90%,89.7,17.10%,250.8,47.70%,525.6,0,13.7,23.1,6.5,71.387,0,45.364,0,23.1,0
351206000,Crude/Oil Products Tanker,FLOPEC,2019,21.20%,21.2,F,96.8,21.20%,156.3,34.30%,199.5,43.70%,0.6,0.10%,456.2,0,5.6,12.9,0,22.954,0,22.954,0,12.9,0
310327000,Passenger/Cruise,Princess Cruise Lines Ltd,2017,21.20%,21.2,F,84.5,21.20%,183.5,46%,71.4,17.90%,59.7,15%,398.7,0,10.6,17,9.1,68.285,0,32.294,0,16.968,0
636018482,Bulk Carrier,Albatross Marine SA,2019,21%,21,F,96.9,21%,231.2,50.10%,121.8,26.40%,6.7,1.50%,461.6,0,5.2,13.7,0,32.653,0,32.653,0,13.7,0
477915800,Bulk Carrier,Lauritzen Bulkers A/S,2019,21%,21,F,72.4,21%,200.1,57.90%,60.1,17.40%,11.9,3.40%,345.5,0,8.4,12.3,0,34.437,0,34.437,0,12.3,0
563025600,Container Ship (Fully Cellular),Ocean Network Express Pte Ltd,2019,21%,21,F,241,21%,428.9,37.30%,244,21.20%,236.9,20.60%,1150.1,0,11.4,19.3,4.7,24.034,0,24.034,0,19.2,0
266338000,Vehicles Carrier,Wallenius Wilhelmsen Logistics,2018,21%,21,F,73.7,21%,102.5,29.20%,27.4,7.80%,147.4,42%,350.9,0,12.4,17.7,2.5,21.438,2.981,21.438,2.981,17.6,2.5
565570000,Container Ship (Fully Cellular),Maersk A/S,2018,21%,21,F,152.4,21%,280.2,38.60%,154.2,21.30%,139.6,19.20%,725.3,0,11.7,18,2.6,32.16,0,32.16,0,17.969,0
477848700,Container Ship (Fully Cellular),COSCO Shipping Lines Co Ltd,2018,21%,21,F,377.1,21%,586.1,32.70%,700.6,39.10%,130.2,7.30%,1792.6,0,11.7,18.4,8.7,73.672,0,42.182,0,18.4,0
636014557,Container Ship (Fully Cellular),Yang Ming Marine Transport,2017,20.90%,20.9,F,143.7,20.90%,196.3,28.60%,105.4,15.30%,243,35.40%,687.2,0,12.4,18.9,8.5,111.981,0,55.915,0,18.884,0
355745000,Vehicles Carrier,Mitsui OSK Lines Ltd,2019,20.90%,20.9,F,69.1,20.90%,61.2,18.50%,37.9,11.40%,161.8,48.80%,331.4,0,11.1,17.3,1.6,21.914,0,21.914,0,17.2,0
369970147,Fishery Research Vessel,United States Govt NOAA Marine,2019,20.90%,20.9,F,34.5,20.90%,105.2,63.60%,23.8,14.40%,0.6,0.40%,165.3,0,7.3,12.9,0,16.11,0,16.11,0,12.9,0
218509000,General Cargo Ship,BBC Chartering & Logistic GmbH,2019,20.90%,20.9,F,21.7,20.90%,57.6,55.40%,22.1,21.30%,0.2,0.20%,104,0,3,12.1,0,21.35,0,21.35,0,12.1,0
538005026,Bulk Carrier,Franco Naviera Co SA,2019,20.90%,20.9,F,115.5,20.90%,295.7,53.60%,139.3,25.20%,1,0.20%,551.8,0,8.3,13.1,0,20.198,0,20.198,0,13.1,0
538008511,Bulk Carrier,Daido Kaiun Co Ltd,2019,20.90%,20.9,F,68.7,20.90%,221.1,67.20%,34.9,10.60%,1.3,0.40%,328.8,0,7.2,11.9,0,20.58,0,20.58,0,11.9,0
319095200,Crude Oil Tanker,NAT Chartering Ltd,2018,20.80%,20.8,F,75.5,20.80%,96.9,26.70%,178.8,49.20%,12.3,3.40%,363.6,0,11.8,15.1,9,18.192,0,18.192,0,15.1,0
636013644,Container Ship (Fully Cellular),ANL Container Line Pty Ltd,2018,20.80%,20.8,F,148.3,20.80%,215.6,30.30%,12.4,1.70%,336.1,47.20%,711.8,0,12.8,19.9,7.2,24.517,0,24.517,0,19.9,0
255804340,Chemical/Products Tanker,Nordic Womar Pte Ltd,2019,20.80%,20.8,F,73.3,20.80%,59.7,17%,207,58.90%,11,3.10%,351.7,0,8.6,14.6,0,19.25,0,19.25,0.003,14.6,0.003
636015174,Crude Oil Tanker,Unisea Shipping Ltd,2019,20.70%,20.7,F,125.2,20.70%,161.7,26.70%,223.8,37%,8,1.30%,605.5,0,0.6,14.9,0,25.968,0,25.968,0,14.894,0
538005902,Chemical/Products Tanker,Scorpio MR Pool Ltd,2019,20.70%,20.7,F,71,20.70%,257.3,74.90%,13.6,4%,0.4,0.10%,343.4,0,7.2,11.8,0,15.424,0,15.424,0,11.8,0
563077000,Vehicles Carrier,EUKOR Car Carriers Inc,2017,20.70%,20.7,F,37,20.70%,28.6,16%,41.8,23.40%,71.7,40.10%,179,0,13.6,14.7,7.8,98.537,0,57.578,0,14.674,0
354149000,Vehicles Carrier,Mitsui OSK Lines Ltd,2019,20.70%,20.7,F,76.7,20.70%,68.7,18.60%,95,25.70%,125.4,33.90%,370.3,0,4,16.3,0,20.502,0,20.502,0,16.3,0
338899000,Articulated Pusher Tug,Intrepid Ship Management Inc,2019,20.60%,20.6,F,178.8,20.60%,501.1,57.90%,180.6,20.90%,3.1,0.40%,865.9,0,9.6,13,0,20.174,0,20.174,0,13,0
477519400,Container Ship (Fully Cellular),MSC Mediterranean Shipping Co,2018,20.60%,20.6,F,180.1,20.60%,248.2,28.40%,248.6,28.50%,195.1,22.30%,873.1,0,12.2,20.1,8.8,269.386,0,51.955,0,20,0
229710000,Vehicles Carrier,Wallenius Wilhelmsen Logistics,2017,20.50%,20.5,F,36.7,20.50%,21,11.70%,30.2,16.90%,90.7,50.70%,178.9,0,13.4,17.4,9.2,191.451,0,55.509,0,17.4,0
431094000,Bulk Carrier,Mitsui OSK Lines Ltd,2018,20.50%,20.5,F,75.7,20.50%,186.6,50.60%,104.2,28.30%,2.7,0.70%,368.8,0,10.9,13.5,8,19.041,4.312,19.041,4.312,13.465,4.312
538006130,Chemical/Products Tanker,Ardmore MR Pool LLC,2019,20.50%,20.5,F,292,20.50%,716.1,50.20%,406.9,28.50%,6.8,0.50%,1426.2,0,7.3,13.3,0,50.847,0,50.847,0,13.2,0
538005774,Chemical/Products Tanker,Navig8 Chemical Alta8 Pool,2019,20.50%,20.5,F,91.9,20.50%,70.3,15.70%,265.2,59.20%,8.5,1.90%,448.1,0,2.3,14.1,0,25.171,0,25.171,0,25.171,0
366994250,Platform Supply Ship,Blue Ocean Marine LLC,2018,20.40%,20.4,F,17.2,20.40%,50.5,59.80%,9.4,11.10%,7.2,8.50%,84.4,0,10.7,11.2,9.1,23.297,0,23.297,0,11.1,0
367641230,Ro-Ro Cargo Ship,Pasha Hawaii Holdings LLC,2019,20.40%,20.4,F,387.3,20.40%,279,14.70%,121.1,6.40%,1105,58.30%,1894.8,0,13.8,21.5,5.2,57.896,0,57.896,0,21.5,0
220414000,Container Ship (Fully Cellular),Maersk A/S,2017,20.40%,20.4,F,318.9,20.40%,300,19.20%,155.8,9.90%,792.7,50.60%,1566.2,0,13.5,23.1,8.5,79.953,0,55.221,0,23,0
371378000,Heavy Load Carrier,NYK Bulk & Projects Carriers,2018,20.30%,20.3,F,74.6,20.30%,199.7,54.20%,94.5,25.70%,0.4,0.10%,368.3,0,10.9,12.7,3.8,26.483,0,26.483,0,12.7,0
219031000,Container Ship (Fully Cellular),Maersk A/S,2019,20.30%,20.3,F,118.3,20.30%,281.6,48.30%,182.7,31.40%,2,0.30%,582.7,0,10.7,12.9,6.2,30.062,0,30.062,0,12.818,0
311000368,"Bulk Carrier, Self-discharging",CSL Group Inc,2018,20.20%,20.2,F,74.9,20.20%,42,11.30%,237.7,64.20%,14.4,3.90%,370.3,0,12.5,15.3,8.2,19.478,8.364,19.478,8.364,15.3,8.2
235414000,Container Ship (Fully Cellular),Evergreen Marine Corp,2017,20.10%,20.1,F,155.9,20.10%,192.3,24.80%,223.7,28.90%,201.8,26.10%,774.1,0,12.2,16.9,9.1,151.351,0,52.357,0,16.864,0
636016648,Container Ship (Fully Cellular),NSB Niederelbe Schiffahrtsges,2017,20.10%,20.1,F,228.7,20.10%,404.4,35.60%,299.3,26.30%,203.3,17.90%,1136.2,0,11.6,14,7.6,83.803,0,52.992,0,13.906,0
351021000,"Hopper, Motor",Fifth Engineering Co of CCCC,2018,20%,20,F,141.7,20%,223.8,31.60%,110.4,15.60%,233.3,32.90%,708.8,0,13.7,23.5,9.1,44.529,0,44.529,0,23.5,0
370738000,Chemical/Products Tanker,MOL Chemical Tankers Pte Ltd,2019,20%,20,F,113.3,20%,124,21.80%,316.3,55.70%,14.1,2.50%,567.6,0,10,14.7,0,19.217,0,19.217,0,14.7,0
636017153,Container Ship (Fully Cellular),Maersk A/S,2018,2.90%,2.9,F,9,2.90%,12.9,4.20%,77.9,25.30%,208.3,67.80%,307.3,0,15.7,20.4,4.3,109.892,5.279,38.619,5.279,20.2,4.3
367578740,Container Ship (Fully Cellular),APL LLC,2018,2.90%,2.9,F,62.4,2.90%,142.8,6.70%,206.7,9.60%,1732.2,80.80%,2143.9,0,17.1,21.8,2.6,310.339,0,43.717,0,21.6,0
563034800,Container Ship (Fully Cellular),Pacific International Lines,2017,2.90%,2.9,F,7.6,2.90%,2.5,1%,13.3,5.20%,233.8,90.70%,257.8,0,19.7,20.2,18.1,573.491,0,43.018,0,20.2,0
319984000,Yacht,Moore K,2019,2.90%,2.9,F,17.4,2.90%,203.4,34.40%,342.6,58%,26.5,4.50%,590.9,0,12.7,14.9,3.8,32.138,0,32.138,0,14.9,0
303340000,Container Ship (Fully Cellular),APL LLC,2018,2.80%,2.8,F,35.2,2.80%,88.7,7%,253.8,20%,890.5,70.20%,1268.1,0,17.2,22.8,8.3,57.338,0,57.338,0,22.7,0
366857070,Passenger Ship,Catalina Express,2019,2.80%,2.8,F,1389.3,2.80%,417.4,0.80%,461.7,0.90%,47657.6,95.40%,49939.5,0,20.3,35.6,0,230.747,0,59.824,0,35.49,0
477379000,Open Hatch Cargo Ship,Saga Welco AS,2018,2.80%,2.8,F,10.3,2.80%,248.9,67.30%,108.9,29.40%,2.9,0.80%,369.8,0,11.6,12.5,9.3,33.712,0,33.712,0,12.5,0
412068000,Bulk Carrier,Hainan Haisheng Shipping Co,2018,2.80%,2.8,F,10.5,2.80%,155.4,42.10%,201.4,54.50%,1.8,0.50%,369.4,0,11.7,13.8,2.6,21.093,0,21.093,0,13.8,0
477948600,Bulk Carrier,Pacific Basin Shipping HK Ltd,2018,2.80%,2.8,F,10.5,2.80%,169.9,46%,165.5,44.80%,23.3,6.30%,369.3,0,12,14,10.5,24.826,0,24.826,0,14,0
249783000,Container Ship (Fully Cellular),Evergreen Marine Corp,2018,2.80%,2.8,F,20.8,2.80%,27.5,3.70%,85.4,11.50%,610.2,82.10%,742.8,0,18.1,20.4,10.1,108.12,0,59.28,0,20.4,0
212353000,Container Ship (Fully Cellular),Hyundai Merchant Marine Co Ltd,2017,2.80%,2.8,F,33.7,2.80%,81.8,6.70%,78.9,6.50%,1022.5,84%,1217.1,0,18.1,22.3,10.5,111.36,0,59.79,0,22.3,0
538005795,Bulk Carrier,Technomar Shipping Inc-LIB,2019,2.80%,2.8,F,8.8,2.80%,274.5,87%,31.7,10%,0.3,0.10%,315.5,0,11.3,12.3,9.8,15.09,0,15.09,0.26,12.3,0.26
353961000,Bulk Carrier,Inui Global Logistics Co Ltd,2018,2.80%,2.8,F,5.4,2.80%,43.2,22.30%,131.3,67.90%,14.6,7.50%,193.4,0,12.9,13.4,11.5,82.679,0,56.936,0,13.3,0
259805000,Vehicles Carrier,Wallenius Wilhelmsen Logistics,2017,2.80%,2.8,F,4,2.80%,10.7,7.40%,32.6,22.60%,97,67.20%,144.4,0,17.1,16.2,14.3,248.49,0,54.375,0,16.1,0
245417000,Passenger/Cruise,Holland America Line NV,2017,2.70%,2.7,F,4.9,2.70%,4,2.20%,9.1,5.10%,160.8,90.10%,178.5,0,16.3,17,15,170.601,0,35.308,0,17,0
311921000,Vehicles Carrier,EUKOR Car Carriers Inc,2017,2.70%,2.7,F,4.9,2.70%,5.1,2.80%,17.9,9.80%,155.2,84.80%,183,0,18.3,18.5,17.3,547.672,0,43.877,0,18.5,0
212348000,Container Ship (Fully Cellular),Hyundai Merchant Marine Co Ltd,2018,2.70%,2.7,F,43.5,2.70%,231.2,14.20%,356.9,22%,992.3,61.10%,1623.4,0,15.1,20.6,7,76.308,0,51.27,0,20.5,0
229711000,Vehicles Carrier,Wallenius Wilhelmsen Logistics,2018,2.70%,2.7,F,2.1,2.70%,1.8,2.30%,5.5,7%,69,88.20%,78.2,0,20.1,19.1,17,121.502,0,54.762,0,19.1,0
256213000,Container Ship (Fully Cellular),CMA CGM SA The French Line,2017,2.70%,2.7,F,14,2.70%,37.1,7.30%,72.6,14.30%,386.2,75.80%,509.4,0,17.1,20,11.1,171.006,0,53.078,0,20,0
355234000,Vehicles Carrier,Toyofuji Shipping Co Ltd,2017,2.70%,2.7,F,7,2.70%,5.6,2.20%,14,5.40%,232.1,89.70%,258.8,0,17.8,19.4,16.5,75.232,0,48.311,0,19.4,0
310361000,Passenger/Cruise,Princess Cruise Lines Ltd,2017,2.70%,2.7,F,21.7,2.70%,20.2,2.50%,140.2,17.50%,616.8,77.10%,799.7,0,19.3,22.2,12.3,190.159,0,56.537,0,22.061,0
636019087,Container Ship (Fully Cellular),SM Line Corp,2018,2.70%,2.7,F,10,2.70%,161.3,43.60%,65.7,17.80%,132.6,35.80%,370,0,13.8,21.3,7.8,37.831,0,37.831,0,21.2,0
353791000,General Cargo Ship (with Ro-Ro facility),NYK Bulk & Projects Carriers,2018,2.70%,2.7,F,5.1,2.70%,133.7,72%,46.8,25.20%,0.7,0.40%,185.8,0,11.6,12.5,10.4,27.681,7.358,27.681,7.358,12.5,7.358
636013689,Container Ship (Fully Cellular),Yang Ming Marine Transport,2018,2.60%,2.6,F,28.8,2.60%,451,40.70%,107.9,9.70%,521.3,47%,1109.3,0,14.6,24.3,9.5,30.91,0,30.91,0,24.2,0
563247000,Container Ship (Fully Cellular),APL LLC,2017,2.60%,2.6,F,40.5,2.60%,80.5,5.10%,148.6,9.40%,1309.3,82.90%,1579.2,0,18.4,22.5,10.3,267.265,0,57.715,0,22.5,0
636015496,Container Ship (Fully Cellular),Maersk A/S,2018,2.60%,2.6,F,4.8,2.60%,128.9,69.50%,41,22.10%,10.8,5.80%,185.4,0,11.8,17.1,10.3,24.402,0,24.402,0,16.78,0
220415000,Container Ship (Fully Cellular),Maersk A/S,2017,2.60%,2.6,F,9.1,2.60%,156.1,44.80%,21.5,6.20%,161.4,46.30%,348.4,0,13.7,17.8,10.4,45.915,0,45.915,0,17.8,0
373953000,Chemical/Products Tanker,Norden A/S Dampskibsselskabet,2018,2.60%,2.6,F,1.9,2.60%,0.6,0.80%,61.4,83%,9.6,13%,74,0,13.1,13.8,12.7,32.584,0,32.584,0,13.8,0
372628000,Crude/Oil Products Tanker,Cape Tankers Inc,2018,2.60%,2.6,F,4.8,2.60%,30.8,16.60%,98.9,53.50%,49.6,26.80%,185,0,13.7,14.8,12.4,35.944,0,35.944,0,14.8,0
372038000,Container Ship (Fully Cellular),Ocean Network Express Pte Ltd,2018,2.60%,2.6,F,50.9,2.60%,249.9,12.90%,535.9,27.70%,1098.2,56.80%,1933.2,0,15,21,9.2,74.662,0,44.933,0,21,0
212353000,Container Ship (Fully Cellular),Hyundai Merchant Marine Co Ltd,2018,2.60%,2.6,F,42.3,2.60%,93.4,5.80%,26,1.60%,1447.7,90%,1607.8,0,18,21.2,3.9,98.568,0,56.908,0,21.2,0
431178000,Wood Chips Carrier,Toyo Kaiun Co Ltd,2017,2.60%,2.6,F,7.1,2.60%,9.6,3.60%,166.9,62%,85.2,31.70%,269.1,0,14.7,16,13,99.441,0,50.006,0,16,0
372445000,Chemical/Products Tanker,Iino Kaiun Kaisha Ltd,2018,2.50%,2.5,F,100.3,2.50%,1120.9,27.50%,2364.5,58%,495.8,12.20%,4079.5,0,13.1,19.4,0,798.743,0,56.099,0,19.4,0
370157000,Vehicles Carrier,NYK Line,2017,2.50%,2.5,F,13.5,2.50%,38.8,7.20%,49.1,9.20%,435.3,81.20%,535.9,0,17.1,18.7,11,115.655,0,50.823,0,18.7,0
319111300,Yacht,Hill Robinson Intl-USA,2019,2.50%,2.5,F,8.3,2.50%,84,25.20%,119.2,35.80%,121.5,36.50%,332.8,0,12.9,17.6,1.6,19.898,0,19.898,0,17.374,0
303902000,Icebreaker,United States Govt Coast Guard,2018,2.50%,2.5,F,9,2.50%,51.5,14.10%,287.4,78.70%,16.5,4.50%,365.2,0,13,15.5,0.9,26.932,0,26.932,0,15.363,0
366791000,Container Ship (Fully Cellular),Pasha Hawaii Holdings LLC,2018,2.50%,2.5,F,1.9,2.50%,5.8,7.60%,4.1,5.30%,64.8,84.50%,76.7,0,17.9,18.2,16.6,97.486,0,37.404,0,18.2,0
477160100,General Cargo Ship,Chinese-Polish Joint Stock,2018,2.40%,2.4,F,4.4,2.40%,18.7,10.10%,152,82.30%,9.6,5.20%,184.7,0,13.6,14.9,3.7,23.171,3.562,23.171,3.562,14.9,3.562
