mmsi,shiptype,operator,year,cooperation_score,coop_score,grade,total_distance_km_under_10,percent_under_10_knots,total_distance_km_btwn_10_12,percent_10_12_knots,total_distance_km_btwn_12_15,percent_12_15_knots,total_distance_km_over_15,percent_over_15_knots,total_distance_km,total_distance_km_weird,avg_speed_knots,max_speed_knots,min_speed_knots,max_implied_speed_knots,min_implied_speed_knots,max_final_calculated_speed_knots,min_final_calculated_speed_knots,max_final_lenient_speed_knots,min_final_lenient_speed_knots
357441000,Chemical/Products Tanker,MOL Chemical Tankers Pte Ltd,2019,7%,7,F,41,7%,163.3,27.90%,363.2,62.10%,17.8,3%,585.1,0,10.7,14.6,0,33.041,0,33.041,0,14.6,0
372341000,Chemical Tanker,MOL Chemical Tankers Pte Ltd,2018,7%,7,F,137.2,7%,301.9,15.30%,628.5,31.90%,900.6,45.80%,1967.6,0,14.1,19.5,4.5,58.92,0,58.92,0,19.5,0
431332000,Container Ship (Fully Cellular),Ocean Network Express Pte Ltd,2019,7%,7,F,77.9,7%,261.3,23.30%,294.3,26.30%,488.8,43.60%,1120.2,0,13.3,17.9,3.9,41.995,2.734,41.995,2.734,17.9,2.734
563061300,Container Ship (Fully Cellular),Ocean Network Express Pte Ltd,2019,7%,7,F,74.5,7%,277.3,26.10%,108.9,10.20%,603.8,56.80%,1063.8,0,14.1,23.3,2.2,42.282,0,42.282,0,23.21,0
538005319,Chemical/Products Tanker,Norient Product Pool ApS,2017,7%,7,F,12.2,7%,10.3,5.90%,101.3,58.30%,50.1,28.80%,173.9,0,12.9,13.4,12,74.17,0,49.675,0,13.4,0
338500000,Crude Oil Tanker,Crowley Alaska Tankers LLC,2019,7%,7,F,159.5,7%,921.3,40.60%,1036.8,45.70%,128.5,5.70%,2270.7,0,5,59,0,129.566,0,36.215,0,15.8,0
352725000,Container Ship (Fully Cellular),Evergreen Marine Corp,2019,69.80%,69.8,D,1546.8,69.80%,520.5,23.50%,116.6,5.30%,30.6,1.40%,2214.7,0,9.7,16.2,0.3,36.964,0,36.964,0,16.1,0
538004759,Vehicles Carrier,Mitsui OSK Lines Ltd,2018,69.80%,69.8,D,127.9,69.80%,37.6,20.50%,11.3,6.20%,5.5,3%,183.2,0,8.6,10.5,4.4,64.468,0,42.234,0,10.1,0
563048400,Container Ship (Fully Cellular),Ocean Network Express Pte Ltd,2019,69.80%,69.8,D,802.9,69.80%,124.3,10.80%,48.2,4.20%,173.4,15.10%,1149.9,0,9.8,21.2,0.9,93.265,0,25.94,0,21.1,0
374217000,Vehicles Carrier,NYK Line,2018,69.80%,69.8,D,195.8,69.80%,44.5,15.90%,40.5,14.40%,0.4,0.10%,280.6,0,9.6,13.1,3.5,17.317,0,17.317,0,12.9,0
220413000,Container Ship (Fully Cellular),Maersk A/S,2019,69.80%,69.8,D,1231.5,69.80%,503.4,28.50%,25.1,1.40%,0.3,0%,1763.7,0,8,12.7,0,24.541,0,24.541,0,12.7,0
354886000,Container Ship (Fully Cellular),COSCO Shipping Lines Co Ltd,2018,69.60%,69.6,D,1027.8,69.60%,261.8,17.70%,111.7,7.60%,80.1,5.40%,1476.8,0,10.1,17.9,8,124.156,0,33.081,0,17.9,0
477117300,Bulk Carrier,Shandong Shipping Corp,2019,69.50%,69.5,D,430.5,69.50%,169.9,27.40%,13.6,2.20%,2.3,0.40%,619.6,0,5.1,11.8,0,39.911,0,39.911,0,22.662,0
235102681,Container Ship (Fully Cellular),Evergreen Marine Corp,2018,69.50%,69.5,D,644.1,69.50%,88.9,9.60%,9.4,1%,182.6,19.70%,926.5,0,11.2,24.6,7.2,354.099,0,41.944,0,24.6,0
538070946,Yacht,TVI Ltd,2018,69.50%,69.5,D,13,69.50%,3.2,17.10%,2.5,13.40%,0,0%,18.7,0,9.6,11.2,9.1,13.939,0,13.939,0,10.532,0
413148000,Container Ship (Fully Cellular),COSCO Shipping Lines Co Ltd,2018,69.40%,69.4,D,255.3,69.40%,108.6,29.50%,3.2,0.90%,0.9,0.20%,368,0,9.8,12.9,8.7,20.244,0,20.244,0.089,12.3,0.089
431556000,Vehicles Carrier,NYK Line,2018,69.40%,69.4,D,41.9,69.40%,18.6,30.80%,0,0%,0,0%,60.4,0,7.5,10.7,6,11.504,4.042,11.504,4.042,10.67,4.042
565819000,Container Ship (Fully Cellular),Maersk A/S,2019,69.40%,69.4,D,1658.1,69.40%,596.6,25%,97.5,4.10%,32,1.30%,2388.1,0,7.9,20,0,70.818,0,53.905,0,20,0
311040600,Vehicles Carrier,NYK Line,2017,69.30%,69.3,D,121,69.30%,16.9,9.70%,18.8,10.80%,18.1,10.40%,174.5,0,9.4,12.7,6.7,39.531,0,39.531,0,10.939,0
367795270,Tug,Foss Maritime Co,2018,69.20%,69.2,D,104.2,69.20%,27.2,18.10%,12.7,8.40%,6.3,4.20%,150.5,0,9,9.6,8,47.687,0,47.687,0,9.6,0
636015019,Container Ship (Fully Cellular),Hapag-Lloyd AG,2019,69.20%,69.2,D,1571.8,69.20%,324.8,14.30%,38.7,1.70%,336.2,14.80%,2272.7,0,9.9,20.4,0,64.712,0,29.128,0,20.4,0
477233200,Container Ship (Fully Cellular),Pacific International Lines,2019,69.20%,69.2,D,1210.5,69.20%,437,25%,51.7,3%,47.9,2.70%,1750.2,0,9.4,54.4,0.3,32.561,0,32.561,0,19.609,0
235554000,Container Ship (Fully Cellular),Evergreen Marine Corp,2017,69.20%,69.2,D,479.6,69.20%,113.5,16.40%,70.7,10.20%,27.8,4%,693.4,0,9.5,12.1,8.6,285.583,0,47.307,0,12.1,0
248925000,Container Ship (Fully Cellular),APL LLC,2019,69.20%,69.2,D,1581.8,69.20%,676.9,29.60%,14.5,0.60%,7.1,0.30%,2285.9,0,8.3,17.1,0,27.864,0,27.864,0,15.836,0
538007480,Container Ship (Fully Cellular),Hyundai Merchant Marine Co Ltd,2018,69.10%,69.1,D,868.4,69.10%,194.3,15.50%,89.1,7.10%,103.2,8.20%,1257.4,0,10.2,16.1,4.7,46.544,0,46.544,0,16,0
255806268,Bulk Carrier,Oldendorff Carriers GmbH & Co,2019,69.10%,69.1,D,247.3,69.10%,72.4,20.20%,30.4,8.50%,0.2,0.10%,357.8,0,3.6,13.2,0,20.164,0,20.164,0,13.104,0
538005803,Chemical/Products Tanker,Trafigura Beheer BV,2019,69%,69,D,121.9,69%,29.7,16.80%,19.3,10.90%,2,1.10%,176.7,0,2.2,13,0,22.653,0,22.653,0,13,0
477214900,Chemical/Products Tanker,CPTA,2018,69%,69,D,126.5,69%,54.9,30%,1.2,0.70%,0,0%,183.3,0,9.6,11.6,8.8,13.933,0,13.933,0.268,11.6,0.268
636018070,Container Ship (Fully Cellular),Zim Integrated Shipping Servs,2019,68.90%,68.9,D,1583.5,68.90%,566.9,24.70%,120.8,5.30%,22.8,1%,2298.1,0,9.8,16.3,5.5,90.23,0,43.829,0,16.3,0
636014804,Crude/Oil Products Tanker,Panamax International LLC,2019,68.40%,68.4,D,324.2,68.40%,141.6,29.90%,2.6,0.50%,0.5,0.10%,473.8,0,4.3,12,0,19.869,0,19.869,0,11.9,0
220580000,Anchor Handling Tug Supply,Maersk Supply Service AS,2019,68.30%,68.3,D,479.7,68.30%,187.2,26.60%,33.9,4.80%,0.3,0%,702.8,0,5.3,12.5,0,15.184,0,15.184,0,12.4,0
258775000,Bulk Carrier,Spar Shipping AS,2019,68.30%,68.3,D,242.8,68.30%,103.2,29%,8.5,2.40%,0.2,0.10%,355.7,0,7.8,12.6,0,39.859,0,39.859,0.002,12.6,0.002
257613000,Vehicles Carrier,Wallenius Wilhelmsen Logistics,2018,68.20%,68.2,D,125.2,68.20%,55.4,30.20%,3.5,1.90%,0.1,0.10%,183.6,0,10,10.2,9,15.922,1.723,15.922,1.723,10.2,1.723
351160000,Bulk Carrier,Ta-Tong Marine Co Ltd,2019,68%,68,D,399.2,68%,178.8,30.50%,4.7,0.80%,0.1,0%,586.9,0,6.2,11.8,0,22.727,0,22.727,0,11.7,0
477127900,Container Ship (Fully Cellular),Ocean Network Express Pte Ltd,2018,67.80%,67.8,D,150.7,67.80%,41.2,18.50%,17.9,8.10%,13,5.90%,222.2,0,9.7,10,9,58.848,0,58.848,0,10,0
368008830,Passenger Ship,Hornblower Cruises & Events,2018,67.60%,67.6,D,37.5,67.60%,17.5,31.50%,0.5,0.90%,0,0%,55.5,0,9,10.5,2.1,12.72,0,12.72,0,10.178,0
235414000,Container Ship (Fully Cellular),Evergreen Marine Corp,2019,67.60%,67.6,D,973.8,67.60%,225.7,15.70%,49.1,3.40%,190.1,13.20%,1441.3,0,10,20.6,2.3,28.3,0,28.3,0,20.541,0
356005000,Vehicles Carrier,NYK Line,2019,67.60%,67.6,D,939.3,67.60%,265.2,19.10%,28.4,2%,156.1,11.20%,1390.5,0,9.8,18.2,4.9,50.589,0,50.589,0,18.2,0
367765170,Tug,Olympic Tug & Barge Inc,2017,67.50%,67.5,D,122.7,67.50%,29.3,16.10%,24.4,13.40%,5.9,3.20%,181.8,0,8.6,10.5,5.4,140.21,0,53.814,0,10.5,0
311695000,Vehicles Carrier,Kawasaki Kisen Kaisha Ltd,2018,67.50%,67.5,D,301.2,67.50%,69.1,15.50%,45.5,10.20%,30.2,6.80%,446.2,0,10.1,14.2,7.3,94.766,0,52.229,0,14.2,0
218845000,Container Ship (Fully Cellular),CMA CGM SA The French Line,2019,67.50%,67.5,D,599.3,67.50%,217.5,24.50%,55.9,6.30%,1.9,0.20%,887.2,0,4.4,13.9,0,33.251,0,33.251,0,13.757,0
374590000,Open Hatch Cargo Ship,Toko Kaiun Kaisha Ltd,2017,67.30%,67.3,D,116.4,67.30%,33.1,19.10%,8.6,5%,14.1,8.20%,173,0,9.7,11.1,9,54.244,0,54.244,0,10.87,0
319310000,Vehicles Carrier,Mitsui OSK Lines Ltd,2018,67.30%,67.3,D,26.1,67.30%,3.7,9.50%,4.2,10.80%,4.6,11.90%,38.8,0,8.3,102.3,3.7,15.192,3.55,15.192,3.55,15.192,3.55
228343900,Container Ship (Fully Cellular),CMA CGM SA The French Line,2019,67.20%,67.2,D,797.5,67.20%,373,31.40%,15.2,1.30%,0.7,0.10%,1186.2,0,4.4,12.4,0,31.19,0,31.19,0,12.375,0
477133700,Container Ship (Fully Cellular),Hapag-Lloyd AG,2019,67.10%,67.1,D,936.9,67.10%,154.6,11.10%,74.3,5.30%,229.7,16.40%,1396.6,0,10,18.8,3.8,86.233,0,48.81,0,18.8,0
431857000,Vehicles Carrier,Kawasaki Kisen Kaisha Ltd,2019,67.10%,67.1,D,623.1,67.10%,253.6,27.30%,32.3,3.50%,18.8,2%,928.8,0,8.7,16.4,1.4,63.417,1.406,22.502,1.406,16.4,1.4
367395280,Platform Supply Ship,Blue Ocean Marine LLC,2017,67.10%,67.1,D,232.1,67.10%,59.5,17.20%,22.7,6.60%,14.6,4.20%,345.9,0,2.8,9.4,0,33.976,0,33.976,0,9.4,0
636013693,Container Ship (Fully Cellular),Yang Ming Marine Transport,2018,67%,67,D,49.6,67%,12.4,16.80%,7.9,10.70%,4.4,5.90%,74,0,9.9,10.2,9.3,23.656,0,23.656,0,10.2,0
477050500,Container Ship (Fully Cellular),MSC Mediterranean Shipping Co,2019,67%,67,D,1125,67%,379.6,22.60%,166.7,9.90%,3.8,0.20%,1680.3,0,6.8,14.7,0,52.559,0,52.559,0,14.4,0
257394000,Bulk Carrier,Seven Seas Carriers AS,2019,66.80%,66.8,D,228.6,66.80%,109.9,32.10%,1.4,0.40%,0.8,0.20%,342.4,0,6.3,95.9,0,16.575,0,16.575,0,16.575,0
372192000,General Cargo Ship (with Ro-Ro facility),NYK Bulk & Projects Carriers,2017,66.80%,66.8,D,115.6,66.80%,36.4,21%,12.5,7.20%,6.7,3.90%,173.1,0,9.1,10.1,7.6,68.322,0,21.044,0,10.1,0
353428000,Container Ship (Fully Cellular),MSC Mediterranean Shipping Co,2018,66.70%,66.7,D,343,66.70%,142.6,27.70%,21.1,4.10%,8.9,1.70%,514.5,0,9.8,11.7,9,22.548,0,22.548,0,11.621,0
372635000,Products Tanker,Norient Product Pool ApS,2019,66.70%,66.7,D,77.9,66.70%,37.8,32.40%,0.3,0.30%,0,0%,116.8,0,4.5,10.5,0,13.858,0,13.858,0,10.5,0
255805897,Container Ship (Fully Cellular),MSC Mediterranean Shipping Co,2018,66.60%,66.6,D,728.6,66.60%,255.1,23.30%,33.2,3%,76.1,7%,1094,0,9.9,16.1,7.8,32.766,0,32.766,0,16.1,0
636017088,Crude Oil Tanker,Tankers UK Agencies Ltd,2019,66.50%,66.5,D,59.9,66.50%,7.8,8.70%,1.4,1.60%,1,1.10%,90.1,0,0.4,10.4,0,45.514,0,45.514,0,10.398,0
565585000,Chemical/Products Tanker,TORM A/S,2018,66.50%,66.5,D,122.9,66.50%,60.5,32.80%,0.6,0.30%,0.2,0.10%,184.7,0,10.1,10.5,9.1,29.404,0,29.404,0,10.4,0
368657000,Fishing Vessel,Offshore Outpost Boat LLC,2018,66.50%,66.5,D,32.6,66.50%,16.1,32.90%,0.4,0.80%,0,0%,49,0,9.8,10.9,9.2,12.402,1.304,12.402,1.304,10.9,1.304
228315600,Container Ship (Fully Cellular),CMA CGM SA The French Line,2019,66.30%,66.3,D,1151.2,66.30%,561.1,32.30%,16.9,1%,2.6,0.10%,1736.7,0,3.9,13.8,0,88.535,0,22.969,0,13.8,0
374458000,Bulk Carrier,Taiwan Navigation Co Ltd,2019,66.30%,66.3,D,50.1,66.30%,14.7,19.40%,1.8,2.40%,0,0%,75.6,0,0.8,11.4,0,13.329,0,13.329,0,11.4,0
371140000,Vehicles Carrier,EUKOR Car Carriers Inc,2017,66.30%,66.3,D,116.1,66.30%,29.4,16.80%,16.2,9.30%,13.7,7.80%,175,0,9.8,9.7,8.3,54.844,0,54.844,0,9.7,0
205559000,Crude Oil Tanker,Euronav NV,2019,66.30%,66.3,D,239.9,66.30%,68.5,18.90%,31.1,8.60%,0.4,0.10%,362,0,1.6,12.3,0,23.924,0,23.924,0,12.3,0
311000112,Crude Oil Tanker,Chevron Shipping Co LLC,2019,66.20%,66.2,D,4017.4,66.20%,1975.3,32.50%,55.6,0.90%,2.6,0%,6071.7,0,5.7,13.1,0,107.55,0,31.709,0,13,0
538005152,Bulk Carrier,K Line RoRo Bulk Ship Mgmt Co,2019,66.10%,66.1,D,386.7,66.10%,180.9,30.90%,15.9,2.70%,0.7,0.10%,585.2,0,9.5,11.8,4.3,52.479,0,52.479,0,11.8,0
311000743,Crude Oil Tanker,Chevron Transport Corp Ltd,2019,66%,66,D,167.7,66%,44.3,17.40%,16.1,6.30%,0.4,0.20%,254.2,0,1,13.2,0,19.721,0,19.721,0,13.2,0
477441800,Container Ship (Fully Cellular),COSCO Shipping Lines Co Ltd,2019,66%,66,D,381.5,66%,165,28.50%,19.1,3.30%,12.5,2.20%,578.2,0,9.6,15.9,3,16.245,2.533,16.245,2.533,15.9,2.533
240556000,Crude Oil Tanker,Euronav NV,2019,65.70%,65.7,D,155.8,65.70%,0.4,0.20%,0.1,0%,2.5,1.10%,237.3,0,0.2,8.5,0,26.152,0,26.152,0,8.5,0
477307700,Crude Oil Tanker,DHT Management AS,2019,65.50%,65.5,D,161.6,65.50%,65.2,26.40%,3.3,1.30%,0.4,0.20%,246.7,0,1.7,11,0,26.036,0,26.036,0,11,0
477397800,Container Ship (Fully Cellular),COSCO Shipping Lines Co Ltd,2019,65.30%,65.3,D,1197.9,65.30%,570.7,31.10%,43.8,2.40%,8.3,0.50%,1833.8,0,5.1,17,0,37.886,0,37.886,0,15.3,0
371618000,Vehicles Carrier,Mitsui OSK Lines Ltd,2019,65.30%,65.3,D,217.4,65.30%,102.2,30.70%,12.5,3.80%,1,0.30%,332.9,0,9.1,13,1.4,23.671,0,23.671,0,13,0
367133160,Tug,Sause Bros Inc,2017,65%,65,D,116.4,65%,27.2,15.20%,27.1,15.10%,7.4,4.10%,179,0,9.7,10.3,8.6,34.982,0,34.982,0,10.3,0
538008215,Crude Oil Tanker,Olympic Shipping & Management,2019,65%,65,D,284.5,65%,112.8,25.80%,9.2,2.10%,0.4,0.10%,437.4,0,1.2,12.9,0,23.531,0,23.531,0,12.9,0
538006808,Chemical/Products Tanker,Alterna Capital Partners LLC,2018,64.90%,64.9,D,226.2,64.90%,96.7,27.70%,20.1,5.80%,4.2,1.20%,348.5,0,10.3,12.3,8.4,120.149,0,44.486,0,12.2,0
351340000,Vehicles Carrier,Mitsui OSK Lines Ltd,2019,64.90%,64.9,D,224.1,64.90%,3,0.90%,116.9,33.80%,1.3,0.40%,345.5,0,9.1,13.7,4.3,19.588,4.148,19.588,4.148,13.7,4.148
566798000,Bulk Carrier,Diamond Bulk Carriers Pte Ltd,2018,64.80%,64.8,D,119.7,64.80%,64.1,34.70%,1.6,0.90%,0,0%,184.7,0,9.8,11.3,4.7,14.552,4,14.552,4,11.3,4
314199000,Cable Repair Ship,IT International Telecom Inc,2018,64.80%,64.8,D,96.7,64.80%,20.9,14%,31.1,20.80%,0.3,0.20%,149.3,0,8.2,13.2,3.3,26.407,3.132,26.407,3.132,13.2,3.132
311000454,Crude Oil Tanker,Phillips 66 Ltd,2019,64.70%,64.7,D,316.2,64.70%,94.4,19.30%,22.3,4.60%,3.1,0.60%,488.6,0,0.8,12.1,0,35.779,0,35.779,0,20.509,0
311000421,"Bulk Carrier, Self-discharging",CSL Americas,2018,64.60%,64.6,D,512.4,64.60%,234.2,29.50%,30.1,3.80%,17.1,2.20%,793.5,0,10,12.4,8,43.435,0,43.435,0,12.4,0
311000102,Vehicles Carrier,Kawasaki Kisen Kaisha Ltd,2019,64.50%,64.5,D,600.9,64.50%,121.8,13.10%,22.9,2.50%,185.6,19.90%,931.7,0,10.5,18.9,0.6,34.542,0,34.542,0,18.86,0
255805930,Container Ship (Fully Cellular),MSC Mediterranean Shipping Co,2019,64.50%,64.5,D,89.7,64.50%,39.8,28.60%,9.3,6.70%,0.4,0.30%,139,0,9,12.1,5.3,18.391,0.999,18.391,0.999,11.944,0.999
636013691,Container Ship (Fully Cellular),Yang Ming Marine Transport,2019,64.40%,64.4,D,1398.5,64.40%,439.8,20.20%,25.2,1.20%,306,14.10%,2172.1,0,9.8,18.5,2.2,48.636,0,48.636,0,18.5,0
255805864,Container Ship (Fully Cellular),MSC Mediterranean Shipping Co,2018,64.30%,64.3,D,806.6,64.30%,132.3,10.50%,45.5,3.60%,269.5,21.50%,1255,0,10.8,19.8,6.7,37.95,0,37.95,0,19.8,0
352684000,Container Ship (Fully Cellular),MSC Mediterranean Shipping Co,2018,64.20%,64.2,D,758.2,64.20%,181,15.30%,177.2,15%,69.4,5.90%,1180.7,0,10.3,16.1,6.6,129.827,0,48.994,0,16.1,0
308717000,"Bulk Carrier, Self-discharging",CSL Americas,2018,64.10%,64.1,D,566.6,64.10%,55,6.20%,56,6.30%,207.5,23.50%,883.5,0,10.3,16.9,7.3,46.926,0,46.926,0,16.9,0
367688000,Crude Oil Tanker,Alaska Tanker Co LLC,2019,64.10%,64.1,D,3070.1,64.10%,1385.9,28.90%,304.2,6.40%,12.7,0.30%,4787.4,0,6,14.9,0,95.587,0,41.016,0,14.9,0
636092271,Container Ship (Fully Cellular),MSC Mediterranean Shipping Co,2019,64%,64,D,721.3,64%,215.6,19.10%,22.7,2%,156.1,13.80%,1127.7,0,3.8,16.8,0,25.588,0,25.588,0,16.8,0
477167500,Bulk Carrier,Unison Marine Corp,2018,63.90%,63.9,D,47.3,63.90%,15.3,20.70%,6.8,9.20%,4.6,6.20%,74,0,9.7,12.2,7.5,43.145,0,43.145,0,12.2,0
566088000,Vehicles Carrier,EUKOR Car Carriers Inc,2018,63.80%,63.8,D,171.7,63.80%,34.1,12.70%,29.7,11%,33.5,12.40%,269.2,0,10.7,15.4,8.5,172.089,0,31.177,0,15.312,0
563077800,Container Ship (Fully Cellular),Evergreen Marine Corp,2019,63.80%,63.8,D,1758.8,63.80%,523.2,19%,400.6,14.50%,74.2,2.70%,2756.3,0,9.8,18.6,0.7,115.323,0,25.171,0,18.6,0
338009000,Vehicles Carrier,Seabulk Fleet Management LLC,2019,63.70%,63.7,D,510.3,63.70%,282.6,35.30%,4,0.50%,0.5,0.10%,801.7,0,7.1,12.8,0,21.109,0,21.109,0,11.994,0
636015744,Container Ship (Fully Cellular),MSC Mediterranean Shipping Co,2019,63.60%,63.6,D,373.1,63.60%,166.2,28.30%,30.9,5.30%,14.1,2.40%,586.3,0,9.8,16.7,1,21.093,0,21.093,0,16.6,0
477243200,Bulk Carrier,Pacific Basin Shipping Ltd,2019,63.50%,63.5,D,412.1,63.50%,210.8,32.50%,17.3,2.70%,1.5,0.20%,649.3,0,3.1,102.3,0,31.615,0,31.615,0,11.846,0
219033000,Container Ship (Fully Cellular),Maersk A/S,2019,63.40%,63.4,D,408.8,63.40%,205.9,31.90%,12.5,1.90%,14.5,2.20%,644.7,0,3.9,16.5,0,137.016,0,51.563,0,16.929,0
431221000,Vehicles Carrier,Mitsui OSK Lines Ltd,2018,63.30%,63.3,D,116.8,63.30%,33.4,18.10%,34.5,18.70%,0.8,0.40%,184.6,0,10.5,14.7,8.9,17.332,0,17.332,0,14.7,0
371710000,Vehicles Carrier,Mitsui OSK Lines Ltd,2018,63.30%,63.3,D,117.5,63.30%,65.3,35.20%,3.6,1.90%,0,0%,185.6,0,9.6,11.8,1.1,13.712,0,13.712,0,11.8,0
351361000,Container Ship (Fully Cellular),MSC Mediterranean Shipping Co,2019,63.30%,63.3,D,749.9,63.30%,388.6,32.80%,20.2,1.70%,15.4,1.30%,1184,0,3.9,18.3,0,23.082,0,23.082,0,18.171,0
229572000,Container Ship (Fully Cellular),CMA CGM SA The French Line,2019,63.30%,63.3,D,535.6,63.30%,257.9,30.50%,25.2,3%,8,0.90%,846.1,0,2,11.9,0,42.416,0,42.416,0,11.9,0
636015994,Vehicles Carrier,CSAV,2017,63.20%,63.2,D,108.9,63.20%,23.8,13.80%,23.6,13.70%,16,9.30%,172.3,0,9.1,10.4,6.2,40.076,0,40.076,0,10.4,0
566956000,Container Ship (Fully Cellular),APL LLC,2018,63.10%,63.1,D,444.5,63.10%,170.7,24.30%,16.8,2.40%,73,10.40%,703.9,0,10.4,19.9,8.1,49.051,0,49.051,0,19.9,0
310384000,Passenger/Cruise,Princess Cruise Lines Ltd,2019,63.10%,63.1,D,253.9,63.10%,141.4,35.20%,6.3,1.60%,0.3,0.10%,402.1,0,7.7,11,0,30.228,0,30.228,0,11,0
255805864,Container Ship (Fully Cellular),MSC Mediterranean Shipping Co,2017,63%,63,D,443.7,63%,125.2,17.80%,100.4,14.20%,33.5,4.80%,704.8,0,9.8,11.6,8.9,96.796,0,50.464,0,10.5,0
309168000,Passenger/Cruise,Crystal Cruises LLC,2019,62.60%,62.6,D,217.3,62.60%,16.3,4.70%,20.1,5.80%,93,26.80%,347.2,0,8.6,21.2,0,28.26,0,28.26,0,21.013,0
636012163,Crude Oil Tanker,Dynacom Tankers Management Ltd,2017,62.50%,62.5,D,219.4,62.50%,71.9,20.50%,44.3,12.60%,16.4,4.70%,351.1,0,9.2,10.7,7.9,109.483,0,48.247,0,10.7,0
355920000,Products Tanker,Handytankers K/S,2019,62.50%,62.5,D,683.6,62.50%,312.4,28.60%,84.2,7.70%,3.3,0.30%,1093.2,0,4,12.4,0,42.392,0,42.392,0,12.4,0
235011050,Vehicles Carrier,EUKOR Car Carriers Inc,2019,62.50%,62.5,D,216.8,62.50%,88,25.40%,8.7,2.50%,33,9.50%,347,0,8.5,16.3,2.1,17.335,0,17.335,0,16.3,0
477148100,Crude Oil Tanker,Associated Maritime Co HK Ltd,2019,62.40%,62.4,D,76.6,62.40%,32.4,26.40%,3.1,2.50%,0,0%,122.7,0,1,11.9,0,12.824,0,12.824,0,11.8,0
255805929,Container Ship (Fully Cellular),MSC Mediterranean Shipping Co,2018,62.40%,62.4,D,778.7,62.40%,186.2,14.90%,265.2,21.30%,15.9,1.30%,1247.1,0,9.8,14,7,43.555,0,43.555,0,14,0
357867000,Crude Oil Tanker,Oman Shipping Co SAOC,2019,62.40%,62.4,D,94.6,62.40%,28,18.50%,0.5,0.30%,3,2%,151.5,0,0.7,10.8,0,110.217,0,43.538,0,10.732,0
215125000,Container Ship (Fully Cellular),CMA CGM SA The French Line,2019,62.30%,62.3,D,1444.8,62.30%,665.7,28.70%,167.5,7.20%,13.1,0.60%,2318.2,0,3.7,17.2,0,32.898,0,32.898,0,16.9,0
431314000,Vehicles Carrier,NYK Line,2019,62.30%,62.3,D,1073.2,62.30%,270.1,15.70%,206.6,12%,173.6,10.10%,1723.8,0,9.6,102.3,0,90.612,0,33.825,0,17.2,0
356315000,Bulk Carrier,Nitta Kisen Kaisha Ltd,2018,62.30%,62.3,D,229.3,62.30%,133.4,36.30%,4.7,1.30%,0.8,0.20%,367.8,0,9.8,10.6,8.2,17.992,0,17.992,0,10.5,0
538007512,Crude Oil Tanker,Olympic Shipping & Management,2018,62.20%,62.2,D,231,62.20%,114.9,30.90%,18.5,5%,7.1,1.90%,371.4,0,10.1,10.7,4.9,57.657,0,57.657,0,10.61,0
477219800,Crude Oil Tanker,COSCO Shipping Energy Trans,2019,62%,62,D,106.8,62%,35.7,20.70%,5,2.90%,0.8,0.50%,172.2,0,0.8,11.4,0,23.546,0,23.546,0,11.4,0
309822000,"Bulk Carrier, Self-discharging",CSL Americas,2019,61.80%,61.8,D,736.9,61.80%,421.3,35.30%,34.6,2.90%,0.1,0%,1192.6,0,9.4,13.3,4.5,16.327,0,16.327,0,13.3,0
374335000,Container Ship (Fully Cellular),MSC Mediterranean Shipping Co,2017,61.70%,61.7,D,486.7,61.70%,153,19.40%,92.9,11.80%,55.1,7%,789,0,9.9,14.6,7.4,54.711,0,54.711,0,14.6,0
356460000,Wood Chips Carrier,Victoria Barco SA,2019,61.40%,61.4,D,66.1,61.40%,34.3,31.90%,5.1,4.70%,0,0%,107.6,0,4.8,11.9,0,14.826,0,14.826,0,11.9,0
538007465,Crude/Oil Products Tanker,Phillips 66 Co,2019,61.40%,61.4,D,424.8,61.40%,121.9,17.60%,78.3,11.30%,6.6,1%,692.3,0,0.9,12.6,0,97.488,0,57.367,0,97.488,0
353288000,Wood Chips Carrier,Far-East Transport Co Ltd,2018,61.40%,61.4,D,45.2,61.40%,17.6,23.90%,6.5,8.80%,4.2,5.70%,73.6,0,8.9,11.3,6.9,34.869,0,34.869,0,11.2,0
636018092,Chemical/Products Tanker,Pleiades Shipping Agents SA,2018,61.40%,61.4,D,113,61.40%,71,38.60%,0.6,0.30%,0.2,0.10%,183.9,0,10.1,10.3,9.6,17.93,6.747,17.93,6.747,10.3,6.747
371563000,Vehicles Carrier,Mitsui OSK Lines Ltd,2018,61.30%,61.3,D,226.7,61.30%,119.7,32.40%,21.4,5.80%,2.9,0.80%,369.8,0,10,12.6,5.8,26.675,0,26.675,0,12.6,0
477219900,Container Ship (Fully Cellular),COSCO Shipping Lines Co Ltd,2019,61.30%,61.3,D,351.4,61.30%,169.9,29.60%,45.2,7.90%,6.2,1.10%,573.1,0,9.9,13.6,5.2,38.366,0,38.366,0,13.6,0
565661000,Container Ship (Fully Cellular),Maersk A/S,2017,61.30%,61.3,D,45.8,61.30%,12.1,16.20%,12.1,16.20%,4.5,6%,74.7,0,10,10.4,8,39.775,0,39.775,0,10.2,0
353348000,Vehicles Carrier,NYK Line,2019,61.20%,61.2,D,216.7,61.20%,114.4,32.30%,16.2,4.60%,8.9,2.50%,354.1,0,9.6,16.7,1,27.436,0,27.436,0,16.5,0
